"artist","total_plays_2018","rank_2018","total_plays_2019","rank_2019","total_plays_2020","rank_2020","total_plays_2021","rank_2021","total_plays_2022","rank_2022"
"land of talk",,,,,,,1,2135,,
"lao ra, happy colors",,,,,,,1,2135,,
"lard",,,,,,,1,2135,,
"large plants",,,,,,,1,2135,1,2066
"larkins",,,,,,,1,2135,,
"laura branigan",,,,,,,1,2135,,
"laura lee & the jettes",,,,,,,1,2135,,
"lauran hibberd, the regrettes, lydia night",,,,,,,1,2135,,
"lava la rue, deb never",,,,,,,1,2135,,
"leah dou",,,,,,,1,2135,,
"leaving laurel, daniel avery",,,,,,,1,2135,,
"lee cabrera, alex cartana",,,,,,,1,2135,,
"lee marrow",,,,,,,1,2135,,
"lee moses",,,,,,,1,2135,,
"left with pictures",,,,,,,1,2135,,
"leftfield, sleaford mods",,,,,,,1,2135,,
"leftfield, tunde adebimpe",,,,,,,1,2135,,
"legno",,,,,,,1,2135,,
"legno, lo stato sociale",,,,,,,1,2135,,
"leila k",,,,,,,1,2135,,
"lemon demon",,,,,,,1,2135,,
"lemongrass",,,,,,,1,2135,,
"leni kravac",,,,,,,1,2135,,
"leo lence, yungblud",,,,,,,1,2135,,
"leonid fyodorov, владимир волков, лидия фёдорова",,,,,,,1,2135,2,1439
"les bicyclettes de belsize",,,,,,,1,2135,,
"les dales hawerchuk",,,,,,,1,2135,,
"les rallizes dénudés",,,,,,,1,2135,2,1439
"les rythmes digitales",,,,,,,1,2135,,
"les sœurs boulay",,,,,,,1,2135,,
"lescop",,,,,,,1,2135,,
"leslie winer",,,,,,,1,2135,1,2066
"lewis ofman",,,,,,,1,2135,,
"lianne la havas",,,,,,,1,2135,,
"liberato",,,,,,,1,2135,,
"library voices",,,,,,,1,2135,,
"lightning bug",,,,,,,1,2135,,
"lil biba, ploho, kostromin",,,,,,,1,2135,,
"linda lyndell",,,,,,,1,2135,,
"liquid liquid",,,,,,,1,2135,,
"lisa leblanc, salebarbes",,,,,,,1,2135,,
"little boots",,,,,,,1,2135,,
"little dragon",,,,,,,1,2135,6,854
"liverpool express",,,,,,,1,2135,,
"liya ag ablil, nadia nid el mourid, abdallah ag ahmed, mathias vaguenez, sanou ag ahmed, yamina nid el mourid",,,,,,,1,2135,,
"lizzie borden & the axes",,,,,,,1,2135,1,2066
"lizzo, cardi b",,,,,,,1,2135,,
"lnzndrf",,,,,,,1,2135,,
"lo fidelity allstars",,,,,,,1,2135,,
"lo stato sociale, galeffi",,,,,,,1,2135,,
"locomia",,,,,,,1,2135,,
"logic, young sinatra",,,,,,,1,2135,,
"lolita kox, cheebee",,,,,,,1,2135,,
"london philharmonic orchestra",,,,,,,1,2135,,
"lonelady, gang of four",,,,,,,1,2135,,
"loop",,,,,,,1,2135,1,2066
"lord huron, allison ponthier",,,,,,,1,2135,,
"lord sterling",,,,,,,1,2135,,
"lorenzo, tommy cash, vladimir cauchemar",,,,,,,1,2135,,
"los natas",,,,,,,1,2135,,
"lost horizons",,,,,,,1,2135,,
"lost horizons, the hempolics",,,,,,,1,2135,,
"lostboycrow",,,,,,,1,2135,,
"louis the child, earthgang, mndr",,,,,,,1,2135,,
"love decade",,,,,,,1,2135,1,2066
"love inks",,,,,,,1,2135,,
"lovisa negga",,,,,,,1,2135,,
"ltj bukem",,,,,,,1,2135,,
"lucia & the best boys, dream wife",,,,,,,1,2135,,
"lumen",,,,,,,1,2135,,
"lunatubique",,,,,,,1,2135,,
"lynks, charlie steen",,,,,,,1,2135,1,2066
"lynks, grove",,,,,,,1,2135,,
"lyr, daniel avery",,,,,,,1,2135,,
"lyube",,,,,,,1,2135,3,1188
"m-beat, general levy",,,,,,,1,2135,,
"m.a.n.d.y., booka shade",,,,,,,1,2135,,
"m&s, the girl next door",,,,,,,1,2135,,
"mac miller",,,,,,,1,2135,,
"machine gunners",,,,,,,1,2135,,
"macondo",,,,,,,1,2135,,
"mad foxes",,,,,,,1,2135,,
"madame gandhi",,,,,,,1,2135,,
"madonnatron, meatraffle",,,,,,,1,2135,,
"magic castles",,,,,,,1,2135,,
"magicool",,,,,,,1,2135,,
"magnifico",,,,,,,1,2135,,
"mahawam",,,,,,,1,2135,,
"mahsa vahdat",,,,,,,1,2135,1,2066
"malaria!",,,,,,,1,2135,1,2066
"mammoth indigo",,,,,,,1,2135,,
"man on man",,,,,,,1,2135,1,2066
"maner",,,,,,,1,2135,,
"manic street preachers, julia cumming",,,,,,,1,2135,,
"manic street preachers, mark lanegan",,,,,,,1,2135,,
"manicure, komsomolsk",,,,,,,1,2135,,
"manizha, владимир высоцкий",,,,,,,1,2135,,
"mansfield.tya",,,,,,,1,2135,1,2066
"mansionair",,,,,,,1,2135,,
"map of africa",,,,,,,1,2135,1,2066
"marbi, улица восток",,,,,,,1,2135,,
"mårble",,,,,,,1,2135,,
"margherita vicario",,,,,,,1,2135,1,2066
"maria in the shower",,,,,,,1,2135,,
"maribou state, khruangbin",,,,,,,1,2135,,
"marie moor",,,,,,,1,2135,1,2066
"marie-pierre arthur",,,,,,,1,2135,,
"marilyn",,,,,,,1,2135,,
"marina and the diamonds",,,,,,,1,2135,,
"marina, muna",,,,,,,1,2135,,
"marina, pabllo vittar, empress of",,,,,,,1,2135,,
"marina, sofi tukker",,,,,,,1,2135,,
"marina, tove lo, kito",,,,,,,1,2135,,
"mario venuti",,,,,,,1,2135,,
"marja mortensson",,,,,,,1,2135,,
"marja mortensson, daniel herskedal, trondheimsolistene, the trondheim soloists string quartet",,,,,,,1,2135,,
"mark knight, beverley knight, london community gospel choir",,,,,,,1,2135,,
"markscheider kunst, clara, dj >h<, fiese matenten soundsystem",,,,,,,1,2135,,
"marlaena moore",,,,,,,1,2135,,
"marradonna",,,,,,,1,2135,2,1439
"martin solveig & dragonette",,,,,,,1,2135,4,1038
"marty robbins",,,,,,,1,2135,,
"marusha",,,,,,,1,2135,,
"masha qrella",,,,,,,1,2135,,
"mashell musiq, nhlanhla the guitarist, cosmo, sipho banda",,,,,,,1,2135,,
"matata",,,,,,,1,2135,,
"matt berninger",,,,,,,1,2135,,
"matthew e. white",,,,,,,1,2135,13,515
"max cooper",,,,,,,1,2135,,
"max de wardener",,,,,,,1,2135,,
"max frost",,,,,,,1,2135,,
"maximo park, pauline murray",,,,,,,1,2135,,
"mazie",,,,,,,1,2135,,
"mc yallah, debmaster",,,,,,,1,2135,,
"mdou moctar, mc yallah, debmaster",,,,,,,1,2135,,
"meat beat manifesto",,,,,,,1,2135,2,1439
"meatraffle, mixhell",,,,,,,1,2135,,
"mecna, izi",,,,,,,1,2135,,
"melanie",,,,,,,1,2135,,
"melanie fiona",,,,,,,1,2135,,
"members of mayday",,,,,,,1,2135,,
"mera bhai",,,,,,,1,2135,,
"mercer, the magician",,,,,,,1,2135,,
"mere mortals, mara",,,,,,,1,2135,,
"merema",,,,,,,1,2135,1,2066
"mes aïeux",,,,,,,1,2135,,
"métal urbain",,,,,,,1,2135,,
"methyl ethel, dan carey",,,,,,,1,2135,,
"methyl ethel, lauer",,,,,,,1,2135,,
"methyl ethel, tseba",,,,,,,1,2135,,
"metrik, grafix",,,,,,,1,2135,,
"metronomy, biig piig",,,,,,,1,2135,,
"metronomy, brian nasty, folly group",,,,,,,1,2135,,
"metronomy, iñigo vontier",,,,,,,1,2135,,
"metronomy, meg ward",,,,,,,1,2135,,
"metronomy, mgmt",,,,,,,1,2135,,
"metronomy, mr. mitch",,,,,,,1,2135,,
"metronomy, nzca lines",,,,,,,1,2135,,
"metronomy, olugbenga",,,,,,,1,2135,,
"metronomy, sorry",,,,,,,1,2135,1,2066
"metronomy, spill tab",,,,,,,1,2135,,
"mia martini",,,,,,,1,2135,,
"michael stipe",,,,,,,1,2135,,
"mike sabath",,,,,,,1,2135,,
"milli vanilli",,,,,,,1,2135,,
"minami deutsch",,,,,,,1,2135,2,1439
"mind trips, stan kolev",,,,,,,1,2135,,
"minereed",,,,,,,1,2135,,
"mini mansions, alison mosshart",,,,,,,1,2135,,
"mint royale, lauren laverne",,,,,,,1,2135,,
"mirèle, milkovskyi",,,,,,,1,2135,,
"miss grit",,,,,,,1,2135,,
"miss kittin, the hacker",,,,,,,1,2135,,
"mistakes",,,,,,,1,2135,,
"misterwives",,,,,,,1,2135,,
"miyavi, pvris, arcane, league of legends",,,,,,,1,2135,,
"miyavi, troi irons",,,,,,,1,2135,,
"miynt",,,,,,,1,2135,,
"mlin patz",,,,,,,1,2135,,
"mo-dettes",,,,,,,1,2135,1,2066
"mobrici, gazzelle",,,,,,,1,2135,,
"modà",,,,,,,1,2135,,
"modena city ramblers, goran bregovic and his wedding and funeral orchestra",,,,,,,1,2135,,
"modern woman",,,,,,,1,2135,2,1439
"modeselektor, blixa bargeld",,,,,,,1,2135,,
"modeselektor, tommy cash",,,,,,,1,2135,1,2066
"moin",,,,,,,1,2135,5,948
"molly burch, wild nothing",,,,,,,1,2135,,
"moloko, boris dlugosch, michael lenge for elusive productions",,,,,,,1,2135,,
"monatik, lida lee, nino basilaya",,,,,,,1,2135,,
"monatik, vera brezhneva",,,,,,,1,2135,,
"monatik, команда 2021",,,,,,,1,2135,,
"monkey",,,,,,,1,2135,,
"monks",,,,,,,1,2135,,
"monomono",,,,,,,1,2135,,
"moonchild sanelly",,,,,,,1,2135,,
"moontype",,,,,,,1,2135,,
"morningwood",,,,,,,1,2135,1,2066
"moscoman",,,,,,,1,2135,,
"moses boyd, joe armon-jones",,,,,,,1,2135,,
"moss cape",,,,,,,1,2135,,
"motherfolk",,,,,,,1,2135,,
"motorcycle",,,,,,,1,2135,,
"motta, alice motta",,,,,,,1,2135,,
"mount kimbie, andrea balency",,,,,,,1,2135,,
"mr eazi ",,,,,,,1,2135,,
"mr jukes, cosmo sheldrake",,,,,,,1,2135,,
"mr. dan, guilty simpson",,,,,,,1,2135,,
"mr. gnome",,,,,,,1,2135,,
"mujuice, valorant",,,,,,,1,2135,,
"múm",,,,,,,1,2135,,
"mumiy troll, mustii",,,,,,,1,2135,,
"mumiy troll, даня милохин",,,,,,,1,2135,,
"mungo's hi fi, pupajim",,,,,,,1,2135,,
"mura masa",,,,,,,1,2135,,
"murakami",,,,,,,1,2135,,
"mxmtoon",,,,,,,1,2135,,
"my disco",,,,,,,1,2135,,
"my ex i",,,,,,,1,2135,,
"my expansive awareness",,,,,,,1,2135,,
"my life with the thrill kill kult",,,,,,,1,2135,1,2066
"myd",,,,,,,1,2135,,
"myd, mac demarco",,,,,,,1,2135,,
"myd, metronomy, mac demarco",,,,,,,1,2135,,
"mylo",,,,,,,1,2135,,
"n-trance, ricardo da force",,,,,,,1,2135,,
"nabihah iqbal",,,,,,,1,2135,,
"nada",,,,,,,1,2135,,
"nadji gvng officiel, cosmo, mousk_p, gamin, snack_delvad, rochy_gvng, tana 07",,,,,,,1,2135,,
"naïka",,,,,,,1,2135,,
"nakany kanté",,,,,,,1,2135,1,2066
"naked days",,,,,,,1,2135,,
"nap eyes, time xl",,,,,,,1,2135,,
"natalia gordienko",,,,,,,1,2135,,
"natalia kills, billy kraven",,,,,,,1,2135,,
"natalia kills, will.i.am",,,,,,,1,2135,,
"natalie bang bang",,,,,,,1,2135,,
"natasha bedingfield",,,,,,,1,2135,,
"neffa, coez, ty1",,,,,,,1,2135,,
"neffa, giuliano palma",,,,,,,1,2135,,
"negramaro",,,,,,,1,2135,,
"neschastny sluchai",,,,,,,1,2135,,
"neuromonakh feofan, drummatix",,,,,,,1,2135,,
"neutral milk hotel",,,,,,,1,2135,,
"neutron 9000, daniel avery",,,,,,,1,2135,,
"new age doom, lee ""scratch"" perry",,,,,,,1,2135,,
"new candys, jancy buffington",,,,,,,1,2135,,
"new model army",,,,,,,1,2135,3,1188
"new order, arthur baker",,,,,,,1,2135,,
"new order, paul woolford",,,,,,,1,2135,,
"new order, shep pettibone",,,,,,,1,2135,,
"ngozi family",,,,,,,1,2135,1,2066
"nia wyn",,,,,,,1,2135,,
"nickodemus, quantic, tempo",,,,,,,1,2135,,
"nicolas jaar",,,,,,,1,2135,,
"nightmare and the cat",,,,,,,1,2135,,
"nik bärtsch",,,,,,,1,2135,,
"niko valkeapää",,,,,,,1,2135,,
"nils johansen, vajas, kristin mellem, andreas eriksen, ande somby",,,,,,,1,2135,,
"nira, icaki",,,,,,,1,2135,,
"nmilova",,,,,,,1,2135,,
"nnamdï",,,,,,,1,2135,,
"nnena",,,,,,,1,2135,,
"no/me",,,,,,,1,2135,,
"noga erez, echo",,,,,,,1,2135,,
"noga erez, sammus",,,,,,,1,2135,,
"nogu svelo!, 25/17",,,,,,,1,2135,,
"nolan potter, nolan potter's nightmare band",,,,,,,1,2135,1,2066
"nombe, big data",,,,,,,1,2135,,
"noonday underground",,,,,,,1,2135,1,2066
"nortec: bostich + fussible",,,,,,,1,2135,,
"nothing but thieves, madism",,,,,,,1,2135,,
"novo amor",,,,,,,1,2135,,
"nu deco ensemble & kishi bashi",,,,,,,1,2135,,
"nubiyan twist, nick richards",,,,,,,1,2135,,
"nubiyan twist, pat thomas",,,,,,,1,2135,,
"nuha ruby ra",,,,,,,1,2135,,
"ocean wisdom",,,,,,,1,2135,,
"octo octa",,,,,,,1,2135,,
"odd couple",,,,,,,1,2135,,
"odesza, sasha alex sloan",,,,,,,1,2135,,
"ofege",,,,,,,1,2135,,
"oigăn",,,,,,,1,2135,,
"ojah, hugh masekela",,,,,,,1,2135,,
"ola stinnerbom",,,,,,,1,2135,,
"oligarkh, broken stars",,,,,,,1,2135,,
"oligarkh, грязь",,,,,,,1,2135,,
"oligarkh, лёд 9",,,,,,,1,2135,,
"oliver malcolm",,,,,,,1,2135,,
"omar sosa",,,,,,,1,2135,1,2066
"omelette",,,,,,,1,2135,,
"only child tyrant, amon tobin",,,,,,,1,2135,,
"ooes",,,,,,,1,2135,,
"ooes, apex",,,,,,,1,2135,,
"opeth",,,,,,,1,2135,1,2066
"opus kink",,,,,,,1,2135,29,241
"orions belte, shikoswe",,,,,,,1,2135,,
"ötödik évszak",,,,,,,1,2135,,
"otto ohm",,,,,,,1,2135,,
"otty x jexy",,,,,,,1,2135,,
"overseer",,,,,,,1,2135,1,2066
"ozric tentacles",,,,,,,1,2135,1,2066
"ozwald",,,,,,,1,2135,,
"pa salieu ft mahalia",,,,,,,1,2135,,
"pacifico, gianna nannini",,,,,,,1,2135,,
"paddy kingsland",,,,,,,1,2135,,
"palma violets",,,,,,,1,2135,,
"panic! at the disco",,,,,,,1,2135,,
"papaia, ivan",,,,,,,1,2135,,
"paper tigers",,,,,,,1,2135,5,948
"papooz",,,,,,,1,2135,,
"paradox obscur",,,,,,,1,2135,,
"paranoid london, bubbles bubblesynski",,,,,,,1,2135,,
"paranoid london, josh caffe",,,,,,,1,2135,,
"parcels, gaspard augé, victor le masne",,,,,,,1,2135,,
"parno graszt",,,,,,,1,2135,2,1439
"part chimp",,,,,,,1,2135,2,1439
"party dozen",,,,,,,1,2135,11,611
"paul epworth, ishmael, vince staples, elle yaya, india jordan",,,,,,,1,2135,,
"paul leary",,,,,,,1,2135,1,2066
"paul revere & the raiders",,,,,,,1,2135,,
"paula abdul",,,,,,,1,2135,,
"páula, povoa, jerge",,,,,,,1,2135,,
"pearl and the beard",,,,,,,1,2135,,
"pearl charles",,,,,,,1,2135,1,2066
"pedro the lion, american football, nick wilkerson, dragon inn 3",,,,,,,1,2135,,
"peel",,,,,,,1,2135,,
"peggy gou",,,,,,,1,2135,,
"pelican tusk",,,,,,,1,2135,,
"peluché",,,,,,,1,2135,,
"pendulum, dj fresh, $pyda, tenor fly",,,,,,,1,2135,,
"pendulum, skrillex",,,,,,,1,2135,,
"penetration",,,,,,,1,2135,1,2066
"perfume genius, boy harsher",,,,,,,1,2135,,
"perry farrell, taylor hawkins, etty lau farrell, starcrawler",,,,,,,1,2135,,
"pet shop boys, dusty springfield",,,,,,,1,2135,,
"pet shop boys, years & years",,,,,,,1,2135,,
"peter hurford",,,,,,,1,2135,,
"petit voyou",,,,,,,1,2135,,
"phantom planet",,,,,,,1,2135,,
"philippe brach",,,,,,,1,2135,1,2066
"phoebe green",,,,,,,1,2135,,
"phorm",,,,,,,1,2135,,
"photek",,,,,,,1,2135,,
"phoxjaw",,,,,,,1,2135,,
"phuture",,,,,,,1,2135,,
"pictish trail, django django",,,,,,,1,2135,,
"pigbag",,,,,,,1,2135,,
"pigs pigs pigs pigs pigs pigs pigs, the lovely eggs",,,,,,,1,2135,1,2066
"pinguini tattici nucleari",,,,,,,1,2135,,
"pioneerball, samoe bolshoe prostoe chislo",,,,,,,1,2135,1,2066
"piroshka",,,,,,,1,2135,1,2066
"pissed jeans",,,,,,,1,2135,1,2066
"plc, anacondaz",,,,,,,1,2135,,
"pleasure symbols",,,,,,,1,2135,,
"plutonium 74",,,,,,,1,2135,,
"poko cox",,,,,,,1,2135,,
"polly scattergood",,,,,,,1,2135,,
"polly wants",,,,,,,1,2135,,
"poly chain",,,,,,,1,2135,,
"popol vuh",,,,,,,1,2135,,
"porridge radio, nnamdï",,,,,,,1,2135,,
"porridge radio, umru, himera",,,,,,,1,2135,,
"porter robinson",,,,,,,1,2135,,
"portugal. the man, aaron beam",,,,,,,1,2135,,
"portugal. the man, sir chloe",,,,,,,1,2135,,
"postino",,,,,,,1,2135,,
"poté, damon albarn",,,,,,,1,2135,,
"poté, pierre kwenders",,,,,,,1,2135,,
"praga khan",,,,,,,1,2135,,
"prefab sprout",,,,,,,1,2135,22,315
"prettiest eyes",,,,,,,1,2135,3,1188
"prima j",,,,,,,1,2135,,
"prince kaybee ft. black motion, shimza, ami faku",,,,,,,1,2135,,
"priroda",,,,,,,1,2135,,
"priya ragu",,,,,,,1,2135,,
"public enemy",,,,,,,1,2135,,
"public image ltd., eric 'et' thorngren",,,,,,,1,2135,,
"pur:pur",,,,,,,1,2135,,
"pushpin",,,,,,,1,2135,,
"pussycat",,,,,,,1,2135,,
"qual",,,,,,,1,2135,,
"queen of japan",,,,,,,1,2135,1,2066
"quicksand",,,,,,,1,2135,,
"rachel goodrich",,,,,,,1,2135,,
"rachel stevens",,,,,,,1,2135,,
"rafa.l",,,,,,,1,2135,,
"rag'n'bone man",,,,,,,1,2135,,
"rag'n'bone man, nothing but thieves",,,,,,,1,2135,,
"rage",,,,,,,1,2135,2,1439
"rain radio, t-bin, huỳnh tú, magazine",,,,,,,1,2135,,
"ramengvrl, pyra",,,,,,,1,2135,,
"rancid",,,,,,,1,2135,,
"randolph's leap",,,,,,,1,2135,,
"rapaz ego",,,,,,,1,2135,,
"raq, ivan",,,,,,,1,2135,,
"rare americans",,,,,,,1,2135,,
"razorbumps",,,,,,,1,2135,,
"renegade soundwave",,,,,,,1,2135,,
"republica",,,,,,,1,2135,,
"rex williams",,,,,,,1,2135,,
"rhythm on the loose",,,,,,,1,2135,1,2066
"riachão",,,,,,,1,2135,,
"right said fred",,,,,,,1,2135,,
"rina sawayama, shamir",,,,,,,1,2135,,
"rise against",,,,,,,1,2135,,
"robert schwartzman",,,,,,,1,2135,,
"roberta flack",,,,,,,1,2135,,
"robyn, kleerup",,,,,,,1,2135,,
"rocket from the crypt",,,,,,,1,2135,1,2066
"rodion g.a.",,,,,,,1,2135,,
"róisín murphy, soulwax",,,,,,,1,2135,,
"roland tings",,,,,,,1,2135,,
"roman craft",,,,,,,1,2135,,
"romare",,,,,,,1,2135,,
"romeo void",,,,,,,1,2135,1,2066
"romica puceanu",,,,,,,1,2135,,
"romy",,,,,,,1,2135,,
"rone, georgia",,,,,,,1,2135,,
"roosevelt, gerd janson",,,,,,,1,2135,,
"rose royce",,,,,,,1,2135,,
"ross from friends",,,,,,,1,2135,,
"rossini, gioachino",,,,,,,1,2135,,
"rovere",,,,,,,1,2135,,
"roy davis jr., preven everett",,,,,,,1,2135,,
"royal blood, sebastian",,,,,,,1,2135,,
"röyksopp, robyn",,,,,,,1,2135,,
"rsac, shura kuznecova",,,,,,,1,2135,,
"rudi",,,,,,,1,2135,,
"s club 7",,,,,,,1,2135,,
"s.p.o.r.t.",,,,,,,1,2135,,
"safia",,,,,,,1,2135,,
"saint motel",,,,,,,1,2135,,
"salty dog",,,,,,,1,2135,,
"sam gellaitry",,,,,,,1,2135,,
"samalas",,,,,,,1,2135,,
"samantha crain",,,,,,,1,2135,,
"samba touré",,,,,,,1,2135,1,2066
"samoe bolshoe prostoe chislo, cable toy",,,,,,,1,2135,,
"samoe bolshoe prostoe chislo, errortica",,,,,,,1,2135,,
"samoe bolshoe prostoe chislo, pioneerball",,,,,,,1,2135,,
"sampa the great",,,,,,,1,2135,,
"samuel, francesca michielin",,,,,,,1,2135,,
"san fermin, thao",,,,,,,1,2135,,
"san fermin, wye oak",,,,,,,1,2135,,
"sara ajnnak",,,,,,,1,2135,,
"sarah jaffe, roy jr.",,,,,,,1,2135,,
"sarah jaffe, spice, roy jr.",,,,,,,1,2135,,
"savages, trentemøller",,,,,,,1,2135,,
"sbtrkt, caroline polachek",,,,,,,1,2135,,
"schacke",,,,,,,1,2135,,
"schoolboy q, kid cudi",,,,,,,1,2135,,
"scientists",,,,,,,1,2135,,
"scotch rolex, chrisman",,,,,,,1,2135,,
"scotch rolex, don zilla",,,,,,,1,2135,,
"scotch rolex, swordman kitala",,,,,,,1,2135,,
"scotti deep, fathoms n.y.",,,,,,,1,2135,1,2066
"scraping foetus off the wheel",,,,,,,1,2135,11,611
"sea power",,,,,,,1,2135,13,515
"seals and crofts",,,,,,,1,2135,,
"sebadoh",,,,,,,1,2135,,
"sebastian reynolds",,,,,,,1,2135,,
"sekar melati, gang of four",,,,,,,1,2135,,
"selena",,,,,,,1,2135,,
"selena gomez",,,,,,,1,2135,,
"serga",,,,,,,1,2135,,
"serpent throne",,,,,,,1,2135,,
"shabason, krgovich & harris",,,,,,,1,2135,,
"shaggy feat. ricardo 'rikrok' ducent",,,,,,,1,2135,,
"shakalab, dub fx",,,,,,,1,2135,,
"shake",,,,,,,1,2135,,
"shame, maximum security",,,,,,,1,2135,,
"shantel",,,,,,,1,2135,2,1439
"sharon jones & the dap-kings",,,,,,,1,2135,,
"shazalakazoo",,,,,,,1,2135,,
"she drew the gun, slackers",,,,,,,1,2135,,
"she drew the gun, working men's club",,,,,,,1,2135,,
"shearwater",,,,,,,1,2135,2,1439
"shit shit shit!",,,,,,,1,2135,,
"shoe",,,,,,,1,2135,,
"shostakovich, dmitry",,,,,,,1,2135,,
"shugaykin",,,,,,,1,2135,,
"shy fx, chronixx, s.p.y",,,,,,,1,2135,,
"shygirl, slowthai",,,,,,,1,2135,,
"sia, diplo, labrinth, lsd",,,,,,,1,2135,,
"sick joy",,,,,,,1,2135,,
"sign libra",,,,,,,1,2135,,
"silver bullet",,,,,,,1,2135,1,2066
"silvio ecomo & chuckie",,,,,,,1,2135,,
"simian",,,,,,,1,2135,,
"simonetta spiri, greta manuzi, verdiana zangaro, roberta pompa",,,,,,,1,2135,,
"simple kid",,,,,,,1,2135,,
"singing adams",,,,,,,1,2135,,
"sink ya teeth, the secret dj",,,,,,,1,2135,,
"sir",,,,,,,1,2135,,
"sirens & sealions",,,,,,,1,2135,,
"širom",,,,,,,1,2135,,
"ski blxst, the internet, tillie x",,,,,,,1,2135,,
"ski patrol",,,,,,,1,2135,,
"skip the use",,,,,,,1,2135,,
"skip&die",,,,,,,1,2135,,
"skynd",,,,,,,1,2135,,
"slowthai, deb never",,,,,,,1,2135,,
"slowthai, dominic fike, denzel curry",,,,,,,1,2135,,
"slowthai, pa salieu",,,,,,,1,2135,,
"slowthai, skepta",,,,,,,1,2135,,
"slutever",,,,,,,1,2135,,
"sly & robbie",,,,,,,1,2135,,
"smart e's",,,,,,,1,2135,1,2066
"snapped ankles, savage gary",,,,,,,1,2135,,
"sneaker pimps, armand van helden",,,,,,,1,2135,,
"sofia jannok",,,,,,,1,2135,,
"soft kill",,,,,,,1,2135,3,1188
"solidarity not silence, the tuts, petrol girls, kathleen hanna, colour me wednesday, personal best",,,,,,,1,2135,,
"somerset",,,,,,,1,2135,,
"son rompe pera",,,,,,,1,2135,,
"sona vida, ramones",,,,,,,1,2135,,
"sonntag",,,,,,,1,2135,,
"sons of kemet, kojey radical",,,,,,,1,2135,,
"sons of kemet, moor mother, angel bat dawid",,,,,,,1,2135,,
"sophie",,,,,,,1,2135,1,2066
"soyka",,,,,,,1,2135,,
"sp4, squid",,,,,,,1,2135,,
"sparklehorse",,,,,,,1,2135,,
"sparks, jane wiedlin",,,,,,,1,2135,,
"special interest, boy harsher",,,,,,,1,2135,1,2066
"spencer cullum",,,,,,,1,2135,1,2066
"spiral drive, mother's cake",,,,,,,1,2135,,
"spqr",,,,,,,1,2135,,
"springtime, gareth liddiard, jim white, chris abrahams",,,,,,,1,2135,1,2066
"spud cannon",,,,,,,1,2135,,
"squid, cosey fanni tutti",,,,,,,1,2135,,
"squid, loraine james",,,,,,,1,2135,,
"squirrel flower",,,,,,,1,2135,,
"sqürl",,,,,,,1,2135,11,611
"st. petersburg ska-jazz review",,,,,,,1,2135,,
"st. vincent, thomas bartlett",,,,,,,1,2135,,
"starbenders",,,,,,,1,2135,,
"steady holiday",,,,,,,1,2135,,
"stealth",,,,,,,1,2135,,
"steam down, afronaut zu",,,,,,,1,2135,,
"steel train",,,,,,,1,2135,,
"steeleye span, ian anderson",,,,,,,1,2135,,
"stefanίa",,,,,,,1,2135,,
"stefie shock",,,,,,,1,2135,2,1439
"steini, cosmo",,,,,,,1,2135,,
"steini, cosmo, panna lippai",,,,,,,1,2135,,
"stema",,,,,,,1,2135,,
"stephen's shore",,,,,,,1,2135,,
"stereo honey",,,,,,,1,2135,,
"steve mason",,,,,,,1,2135,,
"strange bones",,,,,,,1,2135,,
"strange bones, calva louise",,,,,,,1,2135,,
"strapps",,,,,,,1,2135,,
"strawberry lace",,,,,,,1,2135,,
"sub focus, wilkinson",,,,,,,1,2135,,
"suburban studs",,,,,,,1,2135,,
"sun ra, bassically",,,,,,,1,2135,,
"sun silva",,,,,,,1,2135,,
"sunburned hand of the man",,,,,,,1,2135,1,2066
"super besse, inga mauer",,,,,,,1,2135,,
"super besse, kaktus",,,,,,,1,2135,,
"super besse, wolfstream",,,,,,,1,2135,,
"superstate, graham coxon",,,,,,,1,2135,,
"sväng",,,,,,,1,2135,1,2066
"svemirko",,,,,,,1,2135,,
"svyatoslav vakarchuk",,,,,,,1,2135,,
"sweaty palms",,,,,,,1,2135,,
"swim school",,,,,,,1,2135,2,1439
"syd barrett",,,,,,,1,2135,,
"sylvester, soulwax",,,,,,,1,2135,,
"t. rex, gardenia, the mighty slug",,,,,,,1,2135,,
"t.i.",,,,,,,1,2135,,
"takako minekawa",,,,,,,1,2135,,
"talking to turtles",,,,,,,1,2135,,
"tame impala, lil yachty",,,,,,,1,2135,,
"tame impala, soulwax",,,,,,,1,2135,,
"tanner.",,,,,,,1,2135,,
"tara fuki",,,,,,,1,2135,1,2066
"taraka",,,,,,,1,2135,1,2066
"tardigrade inferno",,,,,,,1,2135,,
"tash sultana, thomas bonney",,,,,,,1,2135,,
"tatko lynx, alina pash",,,,,,,1,2135,,
"tauro boys, psicologi",,,,,,,1,2135,,
"taylor dayne",,,,,,,1,2135,,
"tdk",,,,,,,1,2135,,
"tearjerker",,,,,,,1,2135,,
"technology, леонид величковский",,,,,,,1,2135,,
"technology, матвей юдов",,,,,,,1,2135,,
"technotronic, hugo cantarra",,,,,,,1,2135,,
"ted taylor",,,,,,,1,2135,,
"teddy chisi",,,,,,,1,2135,,
"teddy specter, eels",,,,,,,1,2135,,
"teenage jesus & the jerks",,,,,,,1,2135,,
"tęgie chłopy",,,,,,,1,2135,,
"telegram",,,,,,,1,2135,,
"tennis system",,,,,,,1,2135,,
"terelya",,,,,,,1,2135,,
"teyana taylor",,,,,,,1,2135,,
